department,code,title,credits,description,prerequisites,grading_scheme
Architecture,ARC4684,LEED for Sustainable Design and Construction,3,"Campus projects demonstrate design and construction of high performance buildings and application of green building technologies. Economics and market development associated with the application of green building rating systems, with a focus on LEED. Successful completion helps prepare for LEED V4 Green Associate exam credentials.",,
Architecture,ARC4882,Vernacular Architecture and Sustainability,3,"Investigates vernacular architecture in the discourse of architectural sustainability with an emphasis on the way that vernacular architecture has been constructed, represented and consumed in the environmental histories of architecture.",,
Architecture,ARC4930,Special Topics Seminar in Architecture,1-6,Miscellaneous topics in architecture and related fields.,,
Architecture,ARC4941,Architectural Education,2,"Provides an awareness of curriculum development, project preparation, program/project presentation, constructive criticism and evaluation techniques.",,
Architecture,ARC4950,Vicenza Institute of Architecture: Italian Language and Culture,3,"Taught through the Vicenza Institute of Architecture, located in Vicenza, Italy. It is intended for architecture students participating in the VIA program. The course establishes a basic level of competency in Italian language and culture as it relates to the architectural goals of the VIA program.",,
Architecture,ARC4951,Vicenza Institute of Architecture: Architectural Design Studio,6,"Architectural design examining the regional contextual relationships found in northern Italy as well as central and southern Europe. Design exercises focus on the immediate relationships of European urban space, ideas of building program and the potential development of architectural details and material systems.",,
Architecture,ARC4952,Vicenza Institute of Architecture: Analytical Sketching,3,Introduces sketching as an analytical skill in understanding constructed space within the context of Italy's Veneto region as well as central and southern Europe.,,
Medieval and Early Modern Studies,MEM2500,The Tales of King Arthur,3,"The great literary works of the Arthurian tradition and the manner in which the tales of King Arthur serve, from their 6th century Celtic origins to the present, to articulate the interests and values of different social groups throughout history. (H and N)",,
Medieval and Early Modern Studies,MEM3003,Introduction to the Medieval World,3,Chronological and topical introduction to history of the medieval millennium (400-1400).,,
Medieval and Early Modern Studies,MEM3300,Castles and Cloisters: An Introduction to Medieval Communities,3,"Studies monastic and courtly-chivalric communities as these evolved in the Middle Ages. Explores architecture, art, literature, and music illustrate how different monastic and chivalric communities saw the world and their place in it.",,
Medieval and Early Modern Studies,MEM3301,Palaces and Cities: An Introduction to Early Modern Communities,3,"Explores the new kind of European culture that emerges with early modern residential palaces and cities. The study of seminal texts in poetry, politics and theology, and of early modern cities and palaces shows the new operant principle in cultural processes to be the primacy of the individual. (H)",,
Medieval and Early Modern Studies,MEM3510,Engineering the European Middle Ages,3,"Explores technological innovations in the cultural domains of power generation, agriculture, sacred spaces, warfare, and textiles. Analyzes their interactions with belief- and value systems that shaped the European Middle Ages.",,
Medieval and Early Modern Studies,MEM3730,Studies in the Holy Roman Empire,3,Variable content examines the political and religious ideas and the literary and artistic productions associated with significant stages in the history of the Holy Roman Empire.,,
